id,slug,name,description,summary,displayInCharacterSheet
1649,feat-165,Improved Two-Weapon Fighting,"You are an expert in fighting two-handed.

## Benefit:
In addition to the standard single extra attack you get with an off-hand weapon, you get a second attack with it, albeit at a -5 penalty.

## Normal:
Without this feat, you can only get a single extra attack
with an off-hand weapon.

## Special:
A 6th-level ranger who has chosen the two-weapon combat style is treated as having Improved Two-Weapon Fighting, even if he does not have the prerequisites for it, but only when he is wearing light or no armor.",,true
1652,feat-168,Improved Unarmed Strike,"You are skilled at fighting while unarmed.

## Benefit:
You are considered to be armed even when unarmed - that is, you do not provoke attacks or opportunity from armed opponents when you attack them while unarmed. However, you still get an attack of opportunity against any opponent who makes an unarmed attack on you.

In addition, your unarmed strikes can deal lethal or nonlethal damage, at your option.

## Normal:
Without this feat, you are considered unarmed when attacking with an unarmed strike, and you can deal only nonlethal damage with such an attack.

## Special:
A monk automatically gains Improved Unarmed Strike as a bonus feat at 1st level. She need not select it.",,true
1655,feat-171,Investigator,"You have a knack for finding information.

## Benefit:
You get a +2 bonus on all Gather Information checks
and Search checks.",,true
1658,feat-174,Iron Will,"You have a stronger will than normal.

## Benefit:
You get a +2 bonus on all Will saving throws.",,true
1661,feat-177,Leadership,"You are the sort of person others want to follow, and you have done some work attempting to recruit cohorts and followers.

## Benefit:
You can attract loyal companions and devoted followers, subordinates who assist you. Your DM has information on what sort of cohort and how many followers you can recruit.

## Special:
Check with your DM before selecting this feat, and work with your DM to determine an appropriate cohort and followers for your character (the Dungeon Master’s Guide has more information on cohorts and followers).",,true
1664,feat-180,Lightning Reflexes,"You have faster than normal reflexes.

## Benefit:
You get a +2 bonus on all Reflex saving throws.",,true
1667,feat-183,Magical Aptitude,"You have a knack for magical endeavors.

## Benefit:
You get a +2 bonus on all Spellcraft checks and Use Magic Device checks.",,true
1670,feat-186,Manyshot,"You can fire multiple arrows simultaneously against a nearby target.

## Benefit:
As a standard action, you may fire two arrows at a single opponent within 30 feet. Both arrows use the same attack roll (with a -4 penalty) to determine success and deal damage normally (but see Special).

For every five points of base attack bonus you have above +6, you may add one additional arrow to this attack, to a maximum of four arrows at a base attack bonus of +16. However, each arrow after the second adds a cumulative -2 penalty on the attack roll (for a total penalty of -6 for three arrows and -8 for four).

Damage reduction and other resistances apply separately against each arrow fired.

## Special:
Regardless of the number of arrows you fire, you apply precision-based damage (such as sneak attack damage) only once. If you score a critical hit, only the first arrow fired deals critical damage; all others deal regular damage.

A 6th-level ranger who has chosen the archery combat style is
treated as having Manyshot even if he does not have the
prerequisites for it, but only when he is wearing light or no armor.",,true
1673,feat-189,Martial Weapon Proficiency,"Choose a type of martial weapon, such as a longbow. You understand how to use that type of martial weapon in combat. Use this feat to expand the list of weapons with which you are proficient beyond the basic list in your class description.

## Benefit:
You make attack rolls with the selected weapon normally.

## Normal:
When using a weapon with which you are not proficient, you take a -4 penalty on attack rolls.

## Special:
Barbarians, fighters, paladins, and rangers are proficient with all martial weapons. They need not select this feat.

You can gain Martial Weapon Proficiency multiple times. Each time you take the feat, it applies to a new type of weapon.

A cleric who chooses the War domain automatically gains the Martial Weapon Proficiency feat related to his deity’s favored weapon as a bonus feat, if the weapon is a martial one. He need not select it.

A sorcerer or wizard who casts the spell [spell: Tenser's transformation] on himself or herself gains proficiency with all martial weapons for the duration of the spell.",,true
1676,feat-192,Maximize Spell,"You can cast spells to maximum effect.

## Benefit:
All variable, numeric effects of a spell modified by this feat are maximized. A maximized spell deals maximum damage, cures the maximum number of hit points, affects the maximum number of targets, etc., as appropriate. For example, a maximized fireball deals 6 points of damage per caster level (up to a maximum of 60 points of damage at 10th caster level). Saving throws and opposed rolls (such as the one you make when you cast dispel magic) are not affected, nor are spells without random variables. A maximized spell uses up a spell slot three levels higher than the spell’s actual level.

An empowered, maximized spell gains the separate benefits of each feat: the maximum result plus one-half the normally rolled result. An empowered, maximized fireball cast by a 15th-level wizard deals points of damage equal to 60 plus one half of 10d6.",,true
1679,feat-195,Mobility,"You are skilled at dodging past opponents and avoiding blows.

## Benefit:
You get a +4 dodge bonus to Armor Class against attacks of opportunity caused when you move out of or within a threatened area. A condition that makes you lose your Dexterity bonus to Armor Class (if any) also makes you lose dodge bonuses. Dodge bonuses (such as this one and a dwarf’s racial bonus on dodge attempts against giants) stack with each other, unlike most types of bonuses.",,true
1682,feat-198,Mounted Archery,"You are skilled at using ranged weapons while mounted.

## Benefit:
The penalty you take when using a ranged weapon while mounted is halved: -2 instead of -4 if your mount is taking a double move, and -4 instead of -8 if your mount is running.",,true
1685,feat-201,Mounted Combat,"You are skilled in mounted combat.

## Benefit:
Once per round when your mount is hit in combat, you may attempt a Ride check (as a reaction) to negate the hit. The hit is negated if your Ride check result is greater than the opponent’s attack roll. (Essentially, the Ride check result becomes the mount’s Armor Class if it’s higher than the mount’s regular AC.)",,true
1688,feat-204,Natural Spell,"You can cast spells while in a wild shape.

## Benefit:
You can complete the verbal and somatic components of spells while in a wild shape. For example, while in the form of a hawk, you could substitute screeches and gestures with your talons for the normal verbal and somatic components of a spell. You can also use any material components or focuses you possess, even if such items are melded within your current form. This feat does not permit the use of magic items while you are in a form that could not ordinarily use them, and you do not gain the ability to speak while in a wild shape.",,true
1691,feat-207,Negotiator,"You are good at gauging and swaying attitudes.

## Benefit:
You get a +2 bonus on all Diplomacy checks and Sense Motive checks.",,true
1694,feat-210,Nimble Fingers,"You are adept at manipulating small, delicate objects.

## Benefit:
You get a +2 bonus on all Disable Device checks and Open Lock checks.",,true
1697,feat-213,Persuasive,"You have a way with words and body language.

## Benefit:
You get a +2 bonus on all Bluff checks and Intimidate checks.",,true
1700,feat-216,Point Blank Shot,"You are skilled at making well-placed shots with ranged weapons at close range.

## Benefit:
You get a +1 bonus on attack and damage rolls with ranged weapons at ranges of up to 30 feet.",,true
1703,feat-219,Power Attack,"You can make exceptionally powerful melee attacks.

## Benefit:
On your action, before making attack rolls for a round, you may choose to subtract a number from all melee attack rolls and add the same number to all melee damage rolls. This number may not exceed your base attack bonus. The penalty on attacks and bonus on damage apply until your next turn.

## Special:
If you attack with a two-handed weapon, or with a one-handed weapon wielded in two hands, instead add twice the number subtracted from your attack rolls. You can’t add the bonus from Power Attack to the damage dealt with a light weapon (except with unarmed strikes or natural weapon attacks), even though the penalty on attack rolls still applies. (Normally, you treat a double weapon as a one-handed weapon and a light weapon. If you choose to use a double weapon like a two-handed weapon, attacking with only one end of it in a round, you treat it as a two-handed weapon.)",,true
1706,feat-222,Precise Shot,"You are skilled at timing and aiming ranged attacks.

## Benefit:
You can shoot or throw ranged weapons at an opponent engaged in melee without taking the standard -4 penalty on your attack roll.",,true
1709,feat-225,Quick Draw,"You can draw weapons with startling speed.

## Benefit:
You can draw a weapon as a free action instead of as a move action. You can draw a hidden weapon (see the Sleight of Hand skill) as a move action.

A character who has selected this feat may throw weapons at his full normal rate of attacks (much like a character with a bow).

## Normal:
Without this feat, you may draw a weapon as a move
action, or (if your base attack bonus is +1 or higher) as a free action
as part of movement. Without this feat, you can draw
a hidden weapon as a standard action.",,true
1712,feat-228,Quicken Spell,"You can cast a spell with a moment’s thought.

## Benefit:
Casting a quickened spell is a free action. You can perform another action, even casting another spell, in the same round as you cast a quickened spell. You may cast only one quickened spell per round. A spell whose casting time is more than 1 full-round action cannot be quickened. A quickened spell uses up a spell slot four levels higher than the spell’s actual level. Casting a quickened spell doesn’t provoke an attack of opportunity.

## Special:
This feat can’t be applied to any spell cast spontaneously (including sorcerer spells, bard spells, and cleric or druid spells cast spontaneously), since applying a metamagic feat to a spontaneously cast spell automatically increases the casting time to a full-round action.",,true
1715,feat-231,Rapid Reload,"Choose a type of crossbow (hand, light, or heavy). You can reload a crossbow of that type more quickly than normal.

## Benefit:
The time required for you to reload your chosen type of crossbow is reduced to a free action (for a hand or light crossbow) or a move action (for a heavy crossbow). Reloading a crossbow still provokes an attack of opportunity.

If you have selected this feat for hand crossbow or light crossbow, you may fire that weapon as many times in a full attack action as you could attack if you were using a bow.

## Normal:
A character without this feat needs a move action to reload a hand or light crossbow, or a fullround action to reload a heavy crossbow.

## Special:
You can gain Rapid Reload multiple times. Each time you take the feat, it applies to a new type of crossbow.",,true
1718,feat-234,Rapid Shot,"You can use ranged weapons with exceptional speed.

## Benefit:
You can get one extra attack per round with a ranged weapon. The attack is at your highest base attack bonus, but each attack you make in that round (the extra one and the normal ones) takes a -2 penalty. You must use the full attack action to use this feat.

## Special:
A 2nd-level ranger who has chosen the archery combat style is treated as having Rapid Shot, even if he does not have the prerequisites for it, but only when he is wearing light or no armor.",,true
1721,feat-237,Ride-by Attack,"You are skilled at making fast attacks for your mount.

## Benefit:
When you are mounted and use the charge action, you may move and attack as if with a standard charge and then move again (continuing the straight line of the charge). Your total movement for the round can’t exceed double your mounted speed. You and your mount do not provoke an attack of opportunity from the opponent that you attack.",,true
1724,feat-240,Run,"You are fleet of foot.

## Benefit:
When running, you move five times your normal speed (if wearing light or no armor and carrying no more than a light load) or four times your speed (if wearing medium or heavy armor or carrying a medium or heavy load). If you make a jump after a running start (see the Jump skill description), you gain a +4 bonus on your Jump check. While running, you retain your Dexterity bonus to AC.

## Normal:
You move four times your speed while running (if wearing light or no armor and carrying no more than a light load) or three times your speed (if wearing medium or heavy armor or carrying a medium or heavy load), and you lose your Dexterity bonus to AC.",,true
1727,feat-243,Scribe Scroll,"You can create scrolls, from which you or another spellcaster can cast the scribed spells. See the Dungeon Master’s Guide for rules on scrolls.

## Benefit:
You can create a scroll of any spell that you know. Scribing a scroll takes one day for each 1,000 gp in its base price. The base price of a scroll is its spell level x its caster level x 25 gp. To scribe a scroll, you must spend 1/25 of this base price in XP and use up raw materials costing one-half of this base price.

Any scroll that stores a spell with a costly material component or an XP cost also carries a commensurate cost. In addition to the costs derived from the base price, you must expend the material component or pay the XP when scribing the scroll.",You can create a scroll of any spell that you know.,true
1730,feat-246,Self-Sufficient,"You can take care of yourself in harsh environments and situations.

## Benefit:
You get a +2 bonus on all Heal checks and Survival
checks.",,true
1733,feat-249,Shield Proficiency,"You are proficient with bucklers, small shields, and large shields.

## Benefit:
You can use a shield and take only the standard penalties.

## Normal:
When you are using a shield with which you are not proficient, you take the shield’s armor check penalty on attack rolls and on all skill checks that involve moving, including Ride checks.

## Special:
Barbarians, bards, clerics, druids, fighters, paladins, and rangers automatically have Shield Proficiency as a bonus feat. They need not select it.",,true
1736,feat-252,Shot on the Run,"You are highly trained in skirmish ranged weapon tactics.

## Benefit:
When using the attack action with a ranged weapon, you can move both before and after the attack, provided that your total distance moved is not greater than your speed.",,true
1739,feat-255,Silent Spell,"You can cast spells silently.

## Benefit:
A silent spell can be cast with no verbal components. Spells without verbal components are not affected. A silent spell uses up a spell slot one level higher than the spell’s actual level.

## Special:
Bard spells cannot be enhanced by this metamagic feat.",,true
1742,feat-258,Simple Weapon Proficiency,"You understand how to use all types of simple weapons in combat.

## Benefit:
You make attack rolls with simple weapons normally.

## Normal:
When using a weapon with which you are not proficient, you take a -4 penalty on attack rolls.

## Special:
All characters except for druids, monks, rogues, and wizards are automatically proficient with all simple weapons. They need not select this feat.

A sorcerer or wizard who casts the spell [spell: Tenser's transformation] on himself or herself gains proficiency with all simple weapons for the duration of the spell.",,true
1745,feat-261,Skill Focus,"Choose a skill, such as Move Silently. You have a special knack with that skill.

## Benefit:
You get a +3 bonus on all checks involving that skill.

## Special:
You can gain this feat multiple times. Its effects do not stack. Each time you take the feat, it applies to a new skill.",,true
1748,feat-264,Snatch Arrows,"You are adept at grabbing incoming arrows, as well as crossbow bolts, spears, and other projectile or thrown weapons.

## Benefit:
When using the Deflect Arrows feat, you may catch the weapon instead of just deflecting it. Thrown weapons, such as spears or axes, can immediately be thrown back at the original attacker (even though it isn’t your turn) or kept for later use.

You must have at least one hand free (holding nothing) to use this feat.",,true
1751,feat-267,Spell Focus,"Choose a school of magic, such as illusion. Your spells of that school are more potent than normal.

## Benefit:
Add +1 to the Difficulty Class for all saving throws against spells from the school of magic you select.

## Special:
You can gain this feat multiple times. Its effects do not stack. Each time you take the feat, it applies to a new school of magic.",,true
1754,feat-270,Spell Mastery,"You are so intimately familiar with certain spells that you don’t need a spellbook to prepare them anymore.

## Benefit:
Each time you take this feat, choose a number of spells equal to your Intelligence modifier that you already know. From that point on, you can prepare these spells without referring to a spellbook.

## Normal:
Without this feat, you must use a spellbook to prepare all your spells, except [spell: read magic].

## Prerequisites:
Wizard level 1st.",,true
1757,feat-273,Spell Penetration,"Your spells are especially potent, breaking through spell resistance more readily than normal.

## Benefit:
You get a +2 bonus on caster level checks (1d20 + caster level) made to overcome a creature’s spell resistance.",,true
1760,feat-276,Spirited Charge,"You are trained at making a devastating mounted charge.

## Benefit:
When mounted and using the charge action, you deal double damage with a melee weapon (or triple damage with a lance).",,true
1763,feat-279,Spring Attack,"You are trained in fast melee attacks and fancy footwork.

## Benefit:
When using the attack action with a melee weapon, you can move both before and after the attack, provided that your total distance moved is not greater than your speed. Moving in this way does not provoke an attack of opportunity from the defender you attack, though it might provoke attacks of opportunity from other creatures, if appropriate. You can’t use this feat if you are wearing heavy armor.

You must move at least 5 feet both before and after you make your attack in order to utilize the benefits of Spring Attack.",,true
1766,feat-282,Stealthy,"You are particularly good at avoiding notice.

## Benefit:
You get a +2 bonus on all Hide checks and Move Silently checks.",,true
1769,feat-285,Still Spell,"You can cast spells without gestures.

## Benefit:
A stilled spell can be cast with no somatic components. Spells without somatic components are not affected. A stilled spell uses up a spell slot one level higher than the spell’s actual level.",,true
1772,feat-288,Stunning Fist,"You know how to strike opponents in vulnerable areas.

## Benefit:
You must declare that you are using this feat before you make your attack roll (thus, a failed attack roll ruins the attempt). Stunning Fist forces a foe damaged by your unarmed attack to make a Fortitude saving throw (DC 10 + 1/2 your character level + your Wis modifier), in addition to dealing damage normally. A defender who fails this saving throw is stunned for 1 round (until just before your next action). A stunned character can’t act, loses any Dexterity bonus to AC, and takes a -2 penalty to AC. You may attempt a stunning attack once per day for every four levels you have attained (but see Special), and no more than once per round. Constructs, oozes, plants, undead, incorporeal creatures, and creatures immune to critical hits cannot be stunned.

## Special:
A monk may select Stunning Fist as a bonus feat at 1st level, even if she does not meet the prerequisites. A monk who selects this feat may attempt a stunning attack a number of times per day equal to her monk level, plus one more time per day for every four levels she has in classes other than monk.",,true
1775,feat-291,Toughness,"You are tougher than normal.

## Benefit:
You gain +3 hit points.

## Special:
A character may gain this feat multiple times. Its effects stack.",,true
1778,feat-294,Tower Shield Proficiency,"You are proficient with tower shields.

## Benefit:
You can use a tower shield and suffer only the standard
penalties.

## Normal:
A character who is using a shield with which he or she is not proficient takes the shield’s armor check penalty on attack rolls and on all skill checks that involve moving, including Ride.

## Special:
Fighters automatically have Tower Shield Proficiency as a bonus feat. They need not select it.",,true
1781,feat-297,Track,"You can follow the trails of creatures and characters across most types of terrain.

## Benefit:
To find tracks or to follow them for 1 mile requires a successful Survival check. You must make another Survival check every time the tracks become difficult to follow, such as when other tracks cross them or when the tracks backtrack and diverge.

You move at half your normal speed (or at your normal speed with a -5 penalty on the check, or at up to twice your normal speed with a -20 penalty on the check). The DC depends on the surface and the prevailing conditions, as given on the table below:

[table: trackdc]

*Very Soft Ground:* Any surface (fresh snow, thick dust, wet mud) that holds deep, clear impressions of footprints.

*Soft Ground:* Any surface soft enough to yield to pressure, but firmer than wet mud or fresh snow, in which a creature leaves frequent but shallow footprints.

*Firm Ground:* Most normal outdoor surfaces (such as lawns, fields, woods, and the like) or exceptionally soft or dirty indoor surfaces (thick rugs and very dirty or dusty floors). The creature might leave some traces (broken branches or tufts of hair), but it leaves only occasional or partial footprints.

*Hard Ground:* Any surface that doesn’t hold footprints at all, such as bare rock or an indoor floor. Most streambeds fall into this category, since any footprints left behind are obscured or washed away. The creature leaves only traces (scuff marks or displaced pebbles).

Several modifiers may apply to the Survival check, as given on the
table below.

[table: trackcondmod]

If you fail a Survival check, you can retry after 1 hour (outdoors) or 10 minutes (indoors) of searching.

## Normal:
Without this feat, you can use the Survival skill to find tracks, but you can follow them only if the DC for the task is 10 or lower. Alternatively, you can use the Search skill to find a footprint or similar sign of a creature’s passage using the DCs given above, but you can’t use Search to follow tracks, even if someone else has already found them.

## Special:
A ranger automatically has Track as a bonus feat. He need not select it.

This feat does not allow you to find or follow the tracks made by a subject of a [spell: pass without trace] spell.",,true
1784,feat-300,Trample,"You are trained in using your mount to knock down opponents.

## Benefit:
When you attempt to overrun an opponent while mounted, your target may not choose to avoid you. Your mount may make one hoof attack against any target you knock down, gaining the standard +4 bonus on attack rolls against prone targets.",,true
1787,feat-303,Two-Weapon Defense,"Your two-weapon fighting style bolsters your defense as well as your offense.

## Benefit:
When wielding a double weapon or two weapons (not including natural weapons or unarmed strikes), you gain a +1 shield bonus to your AC.

When you are fighting defensively or using the total defense action, this shield bonus increases to +2.",,true
1790,feat-306,Two-Weapon Fighting,"You can fight with a weapon in each hand. You can make one extra attack each round with the second weapon.

## Benefit:
Your penalties on attack rolls for fighting with two weapons are reduced. The penalty for your primary hand lessens by 2 and the one for your off hand lessens by 6.

## Special:
A 2nd-level ranger who has chosen the two-weapon combat style is treated as having Two-Weapon Fighting, even if he does not have the prerequisite for it, but only when he is wearing light or no armor.",Your penalties on attack rolls for fighting with two weapons are reduced. The penalty for your primary hand lessens by 2 and the one for your off hand lessens by 6.,true
1793,feat-309,Weapon Finesse,"You are especially skilled at using weapons that can benefit as much from Dexterity as from Strength.

## Benefit:
With a light weapon, rapier, whip, or spiked chain made for a creature of your size category, you may use your Dexterity modifier instead of your Strength modifier on attack rolls. If you carry a shield, its armor check penalty applies to your attack rolls.

## Special:
Natural weapons are always considered light weapons.",,true
1796,feat-312,Weapon Focus,"Choose one type of weapon, such as greataxe. You can also choose unarmed strike or grapple (or ray, if you are a spellcaster) as your weapon for purposes of this feat. You are especially good at using this weapon. (If you have chosen ray, you are especially good with rays, such as the one produced by the [spell: ray of frost] spell.)

## Benefit:
You gain a +1 bonus on all attack rolls you make using the selected weapon.

## Special:
You can gain this feat multiple times. Its effects do not stack. Each time you take the feat, it applies to a new type of weapon.

A fighter must have Weapon Focus with a weapon to gain the Weapon Specialization feat for that weapon.",You gain a +1 bonus on all attack rolls you make using the selected weapon.,true
1799,feat-315,Weapon Specialization,"Choose one type of weapon, such as greataxe, for which you have already selected the Weapon Focus feat. You can also choose unarmed strike or grapple as your weapon for purposes of this feat. You deal extra damage when using this weapon.

## Benefit:
You gain a +2 bonus on all damage rolls you make using the selected weapon.

## Special:
You can gain this feat multiple times. Its effects do not stack. Each time you take the feat, it applies to a new type of weapon.",,true
1802,feat-318,Whirlwind Attack,"You can strike nearby opponents in an amazing, spinning attack.

## Benefit:
When you use the full attack action, you can give up your regular attacks and instead make one melee attack at your full base attack bonus against each opponent within reach.

When you use the Whirlwind Attack feat, you also forfeit any bonus or extra attacks granted by other feats, spells, or abilities (such as the Cleave feat or the [spell: haste] spell).",,true
1805,feat-321,Widen Spell,"You can increase the area of your spells.

## Benefit:
You can alter a burst, emanation, line, or spread shaped spell to increase its area. Any numeric measurements of the spell’s area increase by 100%. For example, a fireball spell (which normally produces a 20-foot-radius spread) that is widened now fills a 40-foot-radius spread. A widened spell uses up a spell slot three levels higher than the spell’s actual level.

Spells that do not have an area of one of these four sorts are not affected by this feat.",,true
1808,feat-324,Ability Focus,"Choose one of the creature's special attacks. This attack becomes more potent than normal.

## Benefit:
Add +2 to the DC for all saving throws against the special attack on which the creature focuses.

## Special:
A creature can gain this feat multiple times. Its effects do not stack. Each time the creature takes the feat, it applies to a different special attack.

## Prerequisites:
Special attack.",Add +2 to the DC for all saving throws against the special attack on which the creature focuses.,true
1811,feat-327,Awesome Blow,"The creature can choose to deliver blows that send its smaller opponents flying like bowling pins.

## Benefit:
As a standard action, the creature may choose to subtract 4 from its melee attack roll and deliver an awesome blow. If the creature hits a corporeal opponent smaller than itself with an awesome blow, its opponent must succeed on a Reflex save (DC = damage dealt) or be knocked flying 10 feet in a direction of the attacking creature's choice and fall prone. The attacking creature can only push the opponent in a straight line, and the opponent can't move closer to the attacking creature than the square it started in. If an obstacle prevents the completion of the opponent's move, the opponent and the obstacle each take 1d6 points of damage, and the opponent stops in the space adjacent to the obstacle.",,true
1814,feat-330,Craft Construct,"The creature can create golems and other magic automatons that obey its orders. A creature with this feat can repair constructs that have taken damage. In one day of work, the creature can repair up to 20 points of damage by expending 50 gp per point of damage repaired. A newly created construct has average hit points for its Hit Dice.

## Benefit:
A creature with this feat can create any construct whose prerequisites it meets. Enchanting a construct takes one day for each 1,000 gp in its market price. To enchant a construct, a spellcaster must spend 1/25 the item's price in XP and use up raw materials costing half of this price (see the Golem, Homunculus, and Shield Guardian monster entries for details).

## Prerequisites:
Craft Magic Arms and Armor, Craft Wondrous Item.",,true
1817,feat-333,Empower Spell-Like Ability,"The creature can use a spell-like ability with greater effect than normal. When a creature uses an empowered spell-like ability, all variable, numeric effects of the spell-like ability are increased by one-half. An empowered spell-like ability does half again as much damage as normal, cures half again as many hit points, affects half again as many targets, and so on as appropriate. For example, a night hag's empowered magic missile deals 1-1/2 times normal damage (roll 1d4+1 and multiply the result by 1-1/2 for each missile). Saving throws and opposed rolls (such as the one made when a character casts dispel magic ) are not affected. Spell-like abilities without random variables are not affected. The creature can only select a spell-like ability duplicating a spell with a level less than or equal to half its caster level (round down) -2. For a summary, see the table in the description of the Quicken Spell-Like Ability feat. For example, a creature that uses its spell-like abilities as a 13th-level caster can only empower spelllike abilities duplicating spells of 4th level or lower.

## Benefit:
Choose one of the creature's spell-like abilities, subject to the restrictions below. The creature can use that ability as an empowered spell-like ability three times per day (or less, if the ability is normally usable only once or twice per day).

## Special:
This feat can be taken multiple times. Each time it is taken, the creature can apply it to a different one of its spell-like abilites.

## Prerequisites:
Spell-like ability at caster level 6th or higher.",,true
1820,feat-336,Flyby Attack,"The creature can attack on the wing.

## Benefit:
When flying, the creature can take a move action (including a dive) and another standard action at any point during the move. The creature cannot take a second move action during a round when it makes a flyby attack.

## Normal:
Without this feat, the creature takes a standard action either before or after its move.

## Prerequisites:
Fly speed.",,true
1823,feat-339,Hover,"The creature can come to a halt in midair. If a creature begins its turn hovering, it can hover in place for the turn and take a full-round action. A hovering creature cannot make wing attacks, but it can attack with all other limbs and appendages it could use in a full attack. The creature can instead use a breath weapon or cast a spell instead of making physical attacks, if it could normally do so. If a creature of Large size or larger hovers within 20 feet of the ground in an area with lots of loose debris, the draft from its wings creates a hemispherical cloud with a radius of 60 feet. The winds so generated can snuff torches, small campfires, exposed lanterns, and other small, open flames of nonmagical origin. Clear vision within the cloud is limited to 10 feet. Creatures have concealment at 15 to 20 feet (20% miss chance). At 25 feet or more, creatures have total concealment (50% miss chance, and opponents cannot use sight to locate the creature). Those caught in the cloud must succeed on a Concentration check (DC 10 + 1/2 creature's HD) to cast a spell.

## Benefit:
When flying, the creature can halt its forward motion and hover in place as a move action. It can then fly in any direction, including straight down or straight up, at half speed, regardless of its maneuverability.

## Normal:
Without this feat, a creature must keep moving while flying unless it has perfect maneuverability.",,true
1826,feat-342,Improved Natural Armor,"The creature's natural armor is thicker and harder than that of others of its kind.

## Benefit:
The creature's natural armor bonus increases by 1.

## Special:
A creature can gain this feat multiple times. Each time the creature takes the feat, its natural armor bonus increases by another point.

## Prerequisites:
Natural armor, Con 13.",,true
1829,feat-345,Improved Natural Attack,"The creature's natural attacks are more dangerous than its size and type would otherwise dictate. 6d8, 8d8, 12d8.

## Benefit:
Choose one of the creature's natural attack forms. The damage for this natural weapon increases by one step, as if the creature's size had increased by one category: 1d2, 1d3, 1d4, 1d6, 1d8, 2d6, 3d6, 4d6, 6d6, 8d6, 12d6. A weapon or attack that deals 1d10 points of damage increases as follows: 1d10, 2d8, 3d8, 4d8,

## Prerequisites:
Natural weapon, base attack bonus +4.",,true
1832,feat-348,Multiattack,"The creature is adept at using all its natural weapons at once. Prerequisite: Three or more natural attacks.

## Benefit:
The creature's secondary attacks with natural weapons take only a -2 penalty.

## Normal:
Without this feat, the creature's secondary attacks with natural weapons take a -5 penalty.",,true
1835,feat-351,Multiweapon Fighting,"A creature with three or more hands can fight with a weapon in each hand. The creature can make one extra attack each round with each extra weapon.

## Benefit:
Penalties for fighting with multiple weapons are reduced by 2 with the primary hand and reduced by 6 with off hands.

## Normal:
A creature without this feat takes a -6 penalty on attacks made with its primary hand and a -10 penalty on attacks made with its off hands. (It has one primary hand, and all the others are off hands.) See Two-Weapon Fighting, page 160 of the Player's Handbook.

## Special:
This feat replaces the Two-Weapon Fighting feat for creatures with more than two arms.

## Prerequisites:
Dex 13, three or more hands.",,true
1838,feat-354,Quicken Spell-Like Ability,"The creature can employ a spell-like ability with a moment's thought. Using a quickened spell-like ability is a free action that does not provoke an attack of opportunity. The creature can perform another action--including the use of another spell-like ability--in the same round that it uses a quickened spell-like ability. The creature may use only one quickened spell-like ability per round. The creature can only select a spell-like ability duplicating a spell with a level less than or equal to half its caster level (round down) -4. For a summary, see the table below. For example, a creature that uses its spell-like abilities as a 15th-level caster can only quicken spell-like abilities duplicating spells of 3rd level or lower. In addition, a spell-like ability that duplicates a spell with a casting time greater than 1 full round cannot be quickened.

## Benefit:
Choose one of the creature's spell-like abilities, subject to the restrictions described below. The creature can use that ability as a quickened spell-like ability three times per day (or less, if the ability is normally usable only once or twice per day). Empower and Quicken Spell-Like Ability Spell Level Caster Level to Empower Caster Level to Quicken 0 4th 8 th 1 st 6 th 10 th 2 nd 8 th 12 th 3rd 10 th 14th 4th 12 th 16th 5 th 14th 18th 6 th 16th 20 th 7th 18th -- 8 th 20 th -- 9th -- --

## Normal:
Normally the use of a spell-like ability requires a standard action and provokes an attack of opportunity unless noted otherwise.

## Special:
This feat can be taken multiple times. Each time it is taken, the creature can apply it to a different one of its spell-like abilities.

## Prerequisites:
Spell-like ability at caster level 10th or higher.",,true
1841,feat-357,Snatch,"The creature can grab opponents much smaller than itself and hold them in its mouth or claw. The creature can drop a creature it has snatched as a free action or use a standard action to fling it aside. A flung creature travels 1d6x10 feet, and takes 1d6 points of damage per 10 feet traveled. If the creature flings a snatched opponent while flying, the opponent takes this amount or falling damage, whichever is greater.

## Benefit:
The creature can choose to start a grapple when it hits with a claw or bite attack, as though it had the improved grab special attack. If the creature gets a hold on a creature three or more sizes smaller, it squeezes each round for automatic bite or claw damage. A snatched opponent held in the creature's mouth is not allowed a Reflex save against the creature's breath weapon, if it has one.

## Prerequisites:
Size Huge or larger.",,true
1844,feat-360,Wingover,"The creature can change direction quickly while flying.

## Benefit:
A flying creature with this feat can change direction quickly once each round as a free action. This feat allows it to turn up to 180 degrees regardless of its maneuverability, in addition to any other turns it is normally allowed. A creature cannot gain altitude during a round when it executes a wingover, but it can dive. The change of direction consumes 10 feet of flying movement.",,true
1847,collegiate-wizard,Collegiate Wizard,"You have undergone extensive training in a formal school for wizards.

## Benefit
You begin play with knowledge of six 1st-level spells plus 1 per point of Intelligence modifier. Each time you gain a wizard level, you may add four spells to your spellbook without additional research. In addition, you gain a +2 bonus on all Knowledge (arcana) checks.

## Special
You can take this feat only as a 1st-level character.

## Normal
1st-level wizards begin play with knowledge of three 1^st^ level spells, and can add two spells per level to their spellbooks.","You begin play with knowledge of six 1st-level spells. Each time you gain a wizard level, you may add four spells to your spellbook without additional research.",true
1856,dnd3x-character-features,DnD 3x - Character Features,,,true
1859,spellcasting-bard,Bard Spellcasting,Spellcasting ability for Bard,,false
1865,spellcasting-sorcerer,Sorcerer Spellcasting,Spellcasting ability for Sorcerer,,false
1868,spellcasting-cleric,Cleric Spellcasting,Spellcasting ability for Cleric,,false
1871,spellcasting-druid,Druid Spellcasting,Spellcasting ability for Druid,,false
